Kotlin for Server Side,https://kotlinlang.org/docs/reference/server-overview.html,kotlin;server;side;kotlin
Kotlin for Android,https://kotlinlang.org/docs/reference/android-overview.html,kotlin;android;kotlin
Kotlin for JavaScript,https://kotlinlang.org/docs/reference/js-overview.html,kotlin;javascript;kotlin
Kotlin for Native,https://kotlinlang.org/docs/reference/native-overview.html,kotlin;native;kotlin
Kotlin for Data Science,https://kotlinlang.org/docs/reference/data-science-overview.html,kotlin;data;science;kotlin
Coroutines,https://kotlinlang.org/docs/reference/coroutines-overview.html,coroutines;kotlin
Multiplatform,https://kotlinlang.org/docs/reference/multiplatform.html,multiplatform;kotlin
What's New in 1.3,https://kotlinlang.org/docs/reference/whatsnew13.html,new;kotlin
What's New in 1.2,https://kotlinlang.org/docs/reference/whatsnew12.html,new;kotlin
What's New in 1.1,https://kotlinlang.org/docs/reference/whatsnew11.html,new;kotlin
Basic Syntax,https://kotlinlang.org/docs/reference/basic-syntax.html,basic;syntax;kotlin
Idioms,https://kotlinlang.org/docs/reference/idioms.html,idioms;kotlin
Coding Conventions,https://kotlinlang.org/docs/reference/coding-conventions.html,coding;conventions;kotlin
Basic Types,https://kotlinlang.org/docs/reference/basic-types.html,basic;types;kotlin
Packages and Imports,https://kotlinlang.org/docs/reference/packages.html,packages;imports;kotlin
Control Flow,https://kotlinlang.org/docs/reference/control-flow.html,control;flow;kotlin
Returns and Jumps,https://kotlinlang.org/docs/reference/returns.html,returns;jumps;kotlin
Classes and Inheritance,https://kotlinlang.org/docs/reference/classes.html,classes;inheritance;kotlin
Properties and Fields,https://kotlinlang.org/docs/reference/properties.html,properties;fields;kotlin
Interfaces,https://kotlinlang.org/docs/reference/interfaces.html,interfaces;kotlin
Visibility Modifiers,https://kotlinlang.org/docs/reference/visibility-modifiers.html,visibility;modifiers;kotlin
Extensions,https://kotlinlang.org/docs/reference/extensions.html,extensions;kotlin
Data Classes,https://kotlinlang.org/docs/reference/data-classes.html,data;classes;kotlin
Sealed Classes,https://kotlinlang.org/docs/reference/sealed-classes.html,sealed;classes;kotlin
Generics,https://kotlinlang.org/docs/reference/generics.html,generics;kotlin
Nested Classes,https://kotlinlang.org/docs/reference/nested-classes.html,nested;classes;kotlin
Enum Classes,https://kotlinlang.org/docs/reference/enum-classes.html,enum;classes;kotlin
